Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,15-01-2022,5,0,5,99740
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,22-01-2022,5,0,5,99690
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,02-02-2022,15,0,15,302660
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,07-02-2022,5,0,5,99860
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,23-02-2022,4,0,4,98821
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,27-02-2022,5,0,5,99601
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,06-04-2022,5,0,5,100019
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,12-04-2022,10,0,10,199856
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,17-04-2022,10,0,10,193032
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,19-04-2022,2,0,2,46588
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,22-05-2022,5,0,5,98418
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,05-06-2022,10,0,10,208534
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,08-06-2022,5,0,5,99839
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,20-06-2022,5,0,5,102158
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,02-07-2022,5,0,5,98350
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,12-02-2022,5,0,5,99355
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,10-01-2022,5,0,5,99330
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,08-03-2022,4,0,4,96000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,26-01-2022,5,0,5,99740
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,12-05-2022,5,0,5,99264
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,09-02-2022,5,0,5,97000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,09-04-2022,2,0,2,47874
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,15-01-2022,2,0,2,44000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,12-01-2022,7,0,7,156946
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,21-10-2022,2,0,2,48000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,20-11-2022,2,0,2,48000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,24-08-2022,4,0,4,94064
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,11-10-2022,8,0,8,192806
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,29-04-2022,4,0,4,96000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,25-02-2022,4,0,4,96236
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,27-02-2022,4,0,4,94648
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,06-03-2022,4,0,4,96650
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,08-03-2022,4,0,4,96133
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,11-03-2022,4,0,4,96651
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,23-03-2022,2,0,2,48000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,03-04-2022,2,0,2,48632
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,26-04-2022,4,0,4,96000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,05-07-2022,5,0,5,123069
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,17-07-2022,8,0,8,193124
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,03-08-2022,4,0,4,95825
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,17-08-2022,4,0,4,95806
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,07-09-2022,4,0,4,95570
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,09-02-2022,4,0,4,96332
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,16-02-2022,4,0,4,96256
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,20-03-2022,1,0,1,25432
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,04-01-2022,2,0,2,48000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,21-01-2022,2,0,2,48000
JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,19-11-2022,1,0,1,25978
TOTAL                                   ,                              ,          ,440,0,440,10039537
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,02-02-2022,1,0,1,26793
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,08-03-2022,2,0,2,52000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,20-06-2022,1,0,1,26000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,05-07-2022,1,0,1,26000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,22-08-2022,1,0,1,24000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,28-08-2022,1,0,1,25000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,22-10-2022,1,0,1,26606
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,18-04-2022,1,0,1,21076
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,02-08-2022,1,0,1,25000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,19-09-2022,1,0,1,26000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,11-10-2022,1,0,1,26000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,30-01-2022,1,0,1,25724
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,15-06-2022,1,0,1,22000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,18-06-2022,1,0,1,26256
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,26-06-2022,1,0,1,26000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,21-10-2022,1,0,1,27103
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,28-12-2022,2,0,2,54386
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,20-04-2022,4,0,4,99800
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,10-01-2022,5,0,5,121895
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,23-01-2022,4,0,4,96000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,26-07-2022,3,0,3,72000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,02-08-2022,4,0,4,102383
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,08-08-2022,3,0,3,79674
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,21-10-2022,1,0,1,26000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,08-11-2022,2,0,2,54213
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,19-11-2022,5,0,5,133079
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,26-11-2022,2,0,2,51000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,02-12-2022,3,0,3,76688
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,17-12-2022,2,0,2,54730
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,21-12-2022,2,0,2,49000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,31-12-2022,4,0,4,96000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,22-02-2022,4,0,4,94400
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,07-03-2022,2,0,2,45812
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,08-03-2022,4,0,4,101076
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,17-03-2022,4,0,4,92171
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,27-03-2022,4,0,4,105200
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,19-04-2022,4,0,4,94900
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,02-05-2022,2,0,2,48600
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,14-06-2022,4,0,4,96000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,29-06-2022,2,0,2,48000
JAYACHANDRAN INDUSTRIES PVT LTD,BATTERIES,24-06-2022,1,0,1,26192
TOTAL                                   ,                              ,          ,94,0,94,2350757
JAYAKRISHNA COIRS,COIR GEO FABRICS,03-09-2022,0,1,2,7860
JAYAKRISHNA COIRS,COIR GEO FABRICS,16-05-2022,0,1,2,6525
JAYAKRISHNA COIRS,COIR GEO FABRICS,23-03-2022,0,1,2,9061
JAYAKRISHNA COIRS,COIR GEO FABRICS,29-04-2022,0,1,2,11432
JAYAKRISHNA COIRS,COIR GEO FABRICS,10-04-2022,0,1,2,9069
JAYAKRISHNA COIRS,COIR GEO FABRICS,26-01-2022,0,1,2,8845
JAYAKRISHNA COIRS,COIR GEO FABRICS,07-02-2022,0,1,2,9061
JAYAKRISHNA COIRS,COIR GEO FABRICS,22-08-2022,0,1,2,13249
JAYAKRISHNA COIRS,COIR GEO FABRICS,10-09-2022,0,1,2,9452
JAYAKRISHNA COIRS,COIR GEO FABRICS,09-11-2022,0,1,2,9420
JAYAKRISHNA COIRS,COIR GEO FABRICS,28-12-2022,0,1,2,9864
JAYAKRISHNA COIRS,COIR GEO FABRICS,05-09-2022,0,1,2,16350
JAYAKRISHNA COIRS,COIR GEO FABRICS,23-03-2022,0,1,2,8050
JAYAKRISHNA COIRS,COIR GEO FABRICS,16-05-2022,0,1,2,7680
JAYAKRISHNA COIRS,COIR GEO FABRICS,09-10-2022,0,1,2,7888
JAYAKRISHNA COIRS,COIR GEO FABRICS,28-08-2022,0,1,2,7888
JAYAKRISHNA COIRS,COIR MATS,06-04-2022,0,1,2,18285
JAYAKRISHNA COIRS,COIR MATS,04-06-2022,0,1,2,18285
JAYAKRISHNA COIRS,COIR MATS,26-06-2022,0,2,4,31232
TOTAL                                   ,                              ,          ,0,20,40,219496
JAYAKUMARAN EXPORTS,COTTON GARMENTS,21-01-2022,1,0,1,7200
JAYAKUMARAN EXPORTS,COTTON GARMENTS,01-02-2022,0,0,0,515
JAYAKUMARAN EXPORTS,COTTON GARMENTS,18-10-2022,0,1,2,7200
JAYAKUMARAN EXPORTS,COTTON GARMENTS,01-02-2022,0,0,0,36
JAYAKUMARAN EXPORTS,COTTON GARMENTS,15-02-2022,0,0,0,169
JAYAKUMARAN EXPORTS,COTTON GARMENTS,22-02-2022,0,0,0,123
JAYAKUMARAN EXPORTS,COTTON GARMENTS,18-10-2022,0,1,2,7200
JAYAKUMARAN EXPORTS,COTTON GARMENTS,19-11-2022,0,0,0,463
JAYAKUMARAN EXPORTS,COTTON GARMENTS,10-06-2022,0,0,0,1531
JAYAKUMARAN EXPORTS,COTTON GARMENTS,16-02-2022,0,0,0,988
JAYAKUMARAN EXPORTS,COTTON GARMENTS,22-08-2022,0,0,0,521
JAYAKUMARAN EXPORTS,COTTON GARMENTS,29-09-2022,0,0,0,3786
JAYAKUMARAN EXPORTS,COTTON GARMENTS,04-05-2022,0,1,2,7200
JAYAKUMARAN EXPORTS,COTTON GARMENTS,20-06-2022,0,1,2,7200
JAYAKUMARAN EXPORTS,COTTON GARMENTS,04-01-2022,0,0,0,180
JAYAKUMARAN EXPORTS,COTTON GARMENTS,02-07-2022,0,0,0,544
JAYAKUMARAN EXPORTS,COTTON GOODS,21-11-2022,0,0,0,3893
JAYAKUMARAN EXPORTS,COTTON GOODS,29-11-2022,0,0,0,908
JAYAKUMARAN EXPORTS,COTTON GOODS,15-12-2022,0,0,0,164
JAYAKUMARAN EXPORTS,COTTON GOODS,21-07-2022,0,1,2,6563
JAYAKUMARAN EXPORTS,COTTON GOODS,03-09-2022,0,1,2,7200
JAYAKUMARAN EXPORTS,COTTON GOODS,15-12-2022,0,1,2,7556
JAYAKUMARAN EXPORTS,COTTON GOODS,26-07-2022,0,0,0,1129
JAYAKUMARAN EXPORTS,COTTON GOODS,04-05-2022,0,0,0,483
JAYAKUMARAN EXPORTS,COTTON GOODS,21-11-2022,0,0,0,669
JAYAKUMARAN EXPORTS,COTTON GOODS,29-11-2022,0,0,0,810
JAYAKUMARAN EXPORTS,COTTON GOODS,15-12-2022,0,0,0,133
JAYAKUMARAN EXPORTS,COTTON GOODS,27-05-2022,0,0,0,1493
JAYAKUMARAN EXPORTS,COTTON GOODS,21-01-2022,0,0,0,225
JAYAKUMARAN EXPORTS,COTTON GOODS,30-08-2022,0,0,0,1018
JAYAKUMARAN EXPORTS,COTTON GOODS,19-04-2022,0,0,0,62
JAYAKUMARAN EXPORTS,COTTON GOODS,21-07-2022,0,0,0,2058
JAYAKUMARAN EXPORTS,COTTON GOODS,26-07-2022,0,1,2,7200
JAYAKUMARAN EXPORTS,COTTON GOODS,15-12-2022,0,2,4,14400
JAYAKUMARAN EXPORTS,COTTON GOODS,09-03-2022,0,1,2,7200
TOTAL                                   ,                              ,          ,1,11,23,108020
JAYALAKSHMI APPARELS,COTTON GARMENTS,10-02-2022,0,1,2,11460
JAYALAKSHMI APPARELS,COTTON GARMENTS,17-03-2022,0,0,0,3105
JAYALAKSHMI APPARELS,COTTON GOODS,22-06-2022,0,0,0,1080
JAYALAKSHMI APPARELS,COTTON GOODS,20-02-2022,0,1,2,5693
JAYALAKSHMI APPARELS,COTTON GOODS,28-04-2022,0,0,0,1766
TOTAL                                   ,                              ,          ,0,2,4,23104
JAYALAKSHMI ENTERPRISES,BAGS,08-08-2022,1,0,1,3946
JAYALAKSHMI ENTERPRISES,BAGS,27-05-2022,1,0,1,3690
JAYALAKSHMI ENTERPRISES,BAGS,10-07-2022,1,0,1,5003
JAYALAKSHMI ENTERPRISES,BAGS,04-10-2022,1,0,1,3760
JAYALAKSHMI ENTERPRISES,BAGS,10-01-2022,1,0,1,3380
JAYALAKSHMI ENTERPRISES,BAGS,19-03-2022,1,0,1,3430
JAYALAKSHMI ENTERPRISES,BAGS,10-06-2022,1,0,1,3920
JAYALAKSHMI ENTERPRISES,BAGS,05-09-2022,1,0,1,3474
JAYALAKSHMI ENTERPRISES,BAGS,29-11-2022,1,0,1,3681
TOTAL                                   ,                              ,          ,9,0,9,34284
JAYAPRABHA EXPORTS,COTTON GARMENTS,02-01-2022,0,1,2,7200
JAYAPRABHA EXPORTS,COTTON GARMENTS,10-02-2022,0,0,0,460
JAYAPRABHA EXPORTS,COTTON GARMENTS,10-07-2022,0,0,0,573
JAYAPRABHA EXPORTS,COTTON GARMENTS,10-10-2022,0,1,2,11311
TOTAL                                   ,                              ,          ,0,2,4,19544
JAYARATHANA EXPORTS,COTTON GOODS,30-06-2022,1,0,1,4881
TOTAL                                   ,                              ,          ,1,0,1,4881
JAYASAKTHI KNIT WEAR,COTTON GARMENTS,30-05-2022,0,1,2,7200
TOTAL                                   ,                              ,          ,0,1,2,7200
JAYASHREE SPUN BOND,COTTON FABRICS,11-10-2022,0,1,2,12542
JAYASHREE SPUN BOND,COTTON GOODS,25-10-2022,0,1,2,12246
JAYASHREE SPUN BOND,COTTON GOODS,25-10-2022,0,1,2,14630
TOTAL                                   ,                              ,          ,0,3,6,39418
JAYASREE COIR MILLS,COIR GEO FABRICS,20-07-2022,0,1,2,7331
JAYASREE COIR MILLS,COIR GEO FABRICS,12-01-2022,0,1,2,7474
JAYASREE COIR MILLS,COIR GEO FABRICS,01-10-2022,0,1,2,7667
JAYASREE COIR MILLS,COIR GEO FABRICS,28-12-2022,0,1,2,7630
JAYASREE COIR MILLS,COIR GEO FABRICS,12-07-2022,0,1,2,7173
JAYASREE COIR MILLS,COIR GEO FABRICS,17-04-2022,0,1,2,8280
JAYASREE COIR MILLS,COIR GEO FABRICS,20-07-2022,0,1,2,7331
JAYASREE COIR MILLS,COIR GEO FABRICS,21-03-2022,0,1,2,7480
JAYASREE COIR MILLS,COIR GEO FABRICS,09-08-2022,0,2,4,14000
JAYASREE COIR MILLS,COIR GEO FABRICS,25-08-2022,0,2,4,15000
JAYASREE COIR MILLS,COIR GEO FABRICS,05-09-2022,0,2,4,15000
JAYASREE COIR MILLS,COIR GEO FABRICS,01-10-2022,0,1,2,7500
JAYASREE COIR MILLS,COIR GEO FABRICS,21-03-2022,0,1,2,6720
JAYASREE COIR MILLS,COIR GEO FABRICS,20-06-2022,0,1,2,7282
JAYASREE COIR MILLS,COIR GEO FABRICS,29-09-2022,0,1,2,6643
JAYASREE COIR MILLS,COIR MATS,07-12-2022,0,1,2,20150
JAYASREE COIR MILLS,COIR MATS,08-06-2022,0,2,4,30400
TOTAL                                   ,                              ,          ,0,21,42,183061
JAYAWEL IMPEX,COTTON GARMENTS,17-06-2022,0,0,0,690
TOTAL                                   ,                              ,          ,0,0,0,690
JAYSHREE TEA & INDUSTRIES LTD.,TEA,04-05-2022,1,0,1,12130
JAYSHREE TEA & INDUSTRIES LTD.,TEA,05-06-2022,0,1,2,21325
JAYSHREE TEA & INDUSTRIES LTD.,TEA,10-01-2022,0,1,2,21750
JAYSHREE TEA & INDUSTRIES LTD.,TEA,19-04-2022,0,2,4,40920
JAYSHREE TEA & INDUSTRIES LTD.,TEA,05-07-2022,0,2,4,40000
JAYSHREE TEA & INDUSTRIES LTD.,TEA,10-12-2022,0,2,4,40920
JAYSHREE TEA & INDUSTRIES LTD.,TEA,12-07-2022,0,2,4,43602
JAYSHREE TEA & INDUSTRIES LTD.,TEA,20-07-2022,0,2,4,43602
JAYSHREE TEA & INDUSTRIES LTD.,TEA,23-07-2022,0,1,2,21801
JAYSHREE TEA & INDUSTRIES LTD.,TEA,30-05-2022,0,1,2,23626
JAYSHREE TEA & INDUSTRIES LTD.,TEA,15-02-2022,0,1,2,14845
JAYSHREE TEA & INDUSTRIES LTD.,TEA,23-07-2022,0,1,2,17850
JAYSHREE TEA & INDUSTRIES LTD.,TEA,03-09-2022,1,0,1,9301
TOTAL                                   ,                              ,          ,2,16,34,351672
JAYTEE EXPORTS,COTTON GARMENTS,11-02-2022,0,0,0,1647
TOTAL                                   ,                              ,          ,0,0,0,1647
JC COIR INTERNATIONAL P. LTD,COIR GEO FABRICS,03-12-2022,0,1,2,11608
JC COIR INTERNATIONAL P. LTD,COIR GEO FABRICS,14-06-2022,1,0,1,3322
JC COIR INTERNATIONAL P. LTD,COIR GEO FABRICS,21-06-2022,0,1,2,12400
TOTAL                                   ,                              ,          ,1,2,5,27330
JD INDUSTRIES,STEEL PRODUCTS,14-06-2022,0,0,0,430
JD INDUSTRIES,STEEL PRODUCTS,27-09-2022,1,0,1,4550
JD INDUSTRIES,STEEL PRODUCTS,30-10-2022,0,0,0,610
TOTAL                                   ,                              ,          ,1,0,1,5590
JEEVA GARMENTS,COTTON GARMENTS,20-05-2022,0,0,0,1695
JEEVA GARMENTS,COTTON GARMENTS,23-05-2022,0,1,2,11398
JEEVA GARMENTS,COTTON GARMENTS,17-06-2022,0,0,0,210
JEEVA GARMENTS,COTTON GARMENTS,10-07-2022,0,0,0,4500
JEEVA GARMENTS,COTTON GARMENTS,24-08-2022,0,0,0,457
JEEVA GARMENTS,COTTON GOODS,20-02-2022,0,0,0,865
JEEVA GARMENTS,COTTON GOODS,30-08-2022,0,0,0,241
TOTAL                                   ,                              ,          ,0,1,2,19366
JEGA PRECISION DRIVES,AUTOMOBILES PARTS,29-06-2022,0,0,0,903
JEGA PRECISION DRIVES,SPARES,25-10-2022,0,0,0,86
JEGA PRECISION DRIVES,VALVES,21-12-2022,0,0,0,72
TOTAL                                   ,                              ,          ,0,0,0,1061
JENISKER,TYRE RETREADING MATERIALS,30-07-2022,0,1,2,20249
TOTAL                                   ,                              ,          ,0,1,2,20249
JERSEBY ENGINERING,MACHINERIES,06-04-2022,0,0,0,3807
TOTAL                                   ,                              ,          ,0,0,0,3807
JES GLOBAL FRESH P LTD,COTTON GARMENTS,08-06-2022,1,0,1,2944
JES GLOBAL FRESH P LTD,COTTON GARMENTS,19-09-2022,0,0,0,1850
JES GLOBAL FRESH P LTD,NUTMEG,01-07-2022,1,0,1,10700
JES GLOBAL FRESH P LTD,NUTMEG,22-08-2022,1,0,1,11160
JES GLOBAL FRESH P LTD,NUTMEG,11-10-2022,1,0,1,10828
TOTAL                                   ,                              ,          ,4,0,4,37482
JESMART P. LTD,FOOD STUFFS,07-03-2022,0,4,8,84610
TOTAL                                   ,                              ,          ,0,4,8,84610
JET KNIT WEARS (P) LTD.,COTTON GARMENTS,21-12-2022,0,1,2,8283
TOTAL                                   ,                              ,          ,0,1,2,8283
JEWEL PACKER,JEWELLERY BOX,09-04-2022,0,1,2,8734
JEWEL PACKER,JEWELLERY BOX,29-06-2022,1,0,1,6537
JEWEL PACKER,PACKING MATERIALS,08-11-2022,1,0,1,7153
TOTAL                                   ,                              ,          ,2,1,4,22424
JEYAVISHNU CLOTHING,COTTON GOODS,27-02-2022,0,1,2,6161
TOTAL                                   ,                              ,          ,0,1,2,6161
JEYENA INTERNATIONAL,FOOD STUFFS,04-10-2022,0,4,8,114400
TOTAL                                   ,                              ,          ,0,4,8,114400
JEZAARA TRADING,VERMICELLI,20-04-2022,0,1,2,25500
TOTAL                                   ,                              ,          ,0,1,2,25500
JFK INTERNATIONAL,MEDICAL EQUIPMENTS,09-11-2022,0,1,2,25755
JFK INTERNATIONAL,TEA,12-09-2022,0,1,2,21880
JFK INTERNATIONAL,TEA,05-11-2022,0,1,2,22300
JFK INTERNATIONAL,TEA,15-05-2022,0,2,4,39360
JFK INTERNATIONAL,TEA,01-10-2022,0,1,2,10740
JFK INTERNATIONAL,TEA,30-05-2022,0,1,2,10740
JFK INTERNATIONAL,TEA,20-07-2022,0,1,2,22300
JFK INTERNATIONAL,TEA,04-09-2022,0,1,2,22300
JFK INTERNATIONAL,TEA,02-02-2022,0,1,2,15105
JFK INTERNATIONAL,TEA,25-02-2022,0,1,2,15190
JFK INTERNATIONAL,TEA,02-02-2022,0,1,2,17550
JFK INTERNATIONAL,TEA,20-06-2022,0,2,4,44600
JFK INTERNATIONAL,TEA,26-06-2022,0,1,2,26625
JFK INTERNATIONAL,TEA,02-07-2022,0,1,2,14800
JFK INTERNATIONAL,TEA,12-07-2022,0,1,2,22300
JFK INTERNATIONAL,TEA,06-08-2022,0,1,2,14050
JFK INTERNATIONAL,TEA,08-08-2022,0,2,4,36375
JFK INTERNATIONAL,TEA,30-08-2022,0,1,2,14750
JFK INTERNATIONAL,TEA,17-09-2022,0,1,2,16000
JFK INTERNATIONAL,TEA,01-10-2022,0,3,6,73055
JFK INTERNATIONAL,TEA,09-10-2022,0,1,2,26000
JFK INTERNATIONAL,TEA,16-10-2022,0,1,2,15300
JFK INTERNATIONAL,TEA,19-10-2022,0,1,2,14300
JFK INTERNATIONAL,TEA,24-10-2022,0,1,2,25000
JFK INTERNATIONAL,TEA,29-10-2022,0,1,2,25000
JFK INTERNATIONAL,TEA,02-11-2022,0,1,2,14300
JFK INTERNATIONAL,TEA,16-11-2022,0,2,4,32600
JFK INTERNATIONAL,TEA,23-11-2022,0,1,2,22300
JFK INTERNATIONAL,TEA,30-11-2022,0,2,4,39620
JFK INTERNATIONAL,TEA,04-12-2022,0,1,2,14300
JFK INTERNATIONAL,TEA,14-12-2022,0,1,2,20238
JFK INTERNATIONAL,TEA,21-12-2022,0,1,2,22300
JFK INTERNATIONAL,TEA,28-12-2022,0,1,2,25755
JFK INTERNATIONAL,TEA,16-02-2022,0,2,4,42700
JFK INTERNATIONAL,TEA,23-01-2022,0,1,2,22640
JFK INTERNATIONAL,TEA,11-02-2022,1,0,1,9825
JFK INTERNATIONAL,TEA,23-01-2022,0,1,2,20281
JFK INTERNATIONAL,TEA,27-02-2022,0,1,2,18300
JFK INTERNATIONAL,TEA,16-01-2022,0,1,2,25797
JFK INTERNATIONAL,TEA,30-01-2022,0,1,2,18350
JFK INTERNATIONAL,TEA,16-02-2022,0,2,4,33700
JFK INTERNATIONAL,TEA,25-02-2022,0,1,2,18350
JFK INTERNATIONAL,TEA,02-04-2022,0,2,4,46062
JFK INTERNATIONAL,TEA,16-04-2022,0,6,12,121710
JFK INTERNATIONAL,TEA,29-04-2022,0,3,6,69510
JFK INTERNATIONAL,TEA,22-05-2022,0,1,2,14300
JFK INTERNATIONAL,TEA,30-05-2022,0,1,2,24140
JFK INTERNATIONAL,TEA,23-06-2022,0,4,8,89050
JFK INTERNATIONAL,TEA,01-07-2022,0,2,4,50755
JFK INTERNATIONAL,TEA,20-07-2022,0,1,2,20557
JFK INTERNATIONAL,TEA,25-07-2022,0,1,2,18300
JFK INTERNATIONAL,TEA,30-07-2022,0,3,6,73580
JFK INTERNATIONAL,TEA,01-08-2022,0,1,2,18000
JFK INTERNATIONAL,TEA,08-08-2022,0,1,2,25000
JFK INTERNATIONAL,TEA,14-08-2022,0,1,2,18300
JFK INTERNATIONAL,TEA,17-08-2022,0,1,2,14300
JFK INTERNATIONAL,TEA,17-09-2022,0,2,4,37574
JFK INTERNATIONAL,TEA,24-09-2022,0,4,8,84110
JFK INTERNATIONAL,TEA,16-11-2022,0,2,4,44055
JFK INTERNATIONAL,TEA,28-12-2022,0,1,2,18300
JFK INTERNATIONAL,TEA,26-06-2022,0,12,24,267696
JFK INTERNATIONAL,TEA,22-08-2022,0,5,10,102368
JFK INTERNATIONAL,TEA,24-10-2022,0,10,20,203552
TOTAL                                   ,                              ,          ,1,114,229,2353950
JIMAS TRADING,COTTON GARMENTS,05-07-2022,0,0,0,920
JIMAS TRADING,GENERAL CARGO,04-01-2022,0,0,0,1244
JIMAS TRADING,GENERAL CARGO,20-09-2022,0,0,0,2626
TOTAL                                   ,                              ,          ,0,0,0,4790
JISSAN ENTERPRISES,RICE,20-11-2022,2,0,2,52000
JISSAN ENTERPRISES,RICE,07-12-2022,2,0,2,52000
TOTAL                                   ,                              ,          ,4,0,4,104000
JJ EXPORTS,EGGS,08-10-2022,0,1,2,26000
JJ EXPORTS,EGGS,21-10-2022,0,2,4,52000
JJ EXPORTS,EGGS,16-08-2022,0,3,6,79104
JJ EXPORTS,EGGS,27-12-2022,0,1,2,26000
TOTAL                                   ,                              ,          ,0,7,14,183104
JJ GARMENTS,COTTON GARMENTS,16-08-2022,0,1,2,1666
TOTAL                                   ,                              ,          ,0,1,2,1666
JJK SPICES,SPICES,15-12-2022,1,0,1,3301
TOTAL                                   ,                              ,          ,1,0,1,3301
JMS EXPORTS,FOOD STUFFS,03-09-2022,1,0,1,13318
JMS EXPORTS,FOOD STUFFS,17-03-2022,1,0,1,13730
JMS EXPORTS,FOOD STUFFS,31-03-2022,1,0,1,7582
JMS EXPORTS,FOOD STUFFS,21-01-2022,1,0,1,10920
JMS EXPORTS,FOOD STUFFS,19-04-2022,1,0,1,10397
JMS EXPORTS,FOOD STUFFS,11-08-2022,1,0,1,8463
JMS EXPORTS,FOOD STUFFS,29-11-2022,1,0,1,7604
JMS EXPORTS,FOOD STUFFS,10-01-2022,1,0,1,15500
JMS EXPORTS,FOOD STUFFS,29-09-2022,1,0,1,11805
JMS EXPORTS,FOOD STUFFS,12-09-2022,1,0,1,15318
JMS EXPORTS,FOOD STUFFS,15-11-2022,1,0,1,9128
JMS EXPORTS,FOOD STUFFS,30-05-2022,1,0,1,9000
JMS EXPORTS,FOOD STUFFS,24-06-2022,1,0,1,9888
JMS EXPORTS,FOOD STUFFS,05-07-2022,1,0,1,10265
