,Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
22948,B.R.ELASTIC,ELASTIC PRODUCTS,2022-05-20,1,0,1,12015
22949,NEXUS FROZEN FRUITS CONTAINERS&FOODS P.LTD.,COCONUT SHELLS\CUPS,2022-05-20,0,1,2,20250
22950,ALLEPPEY CO. LTD.,COIR MATS,2022-05-20,0,1,2,17275
22951,SPRING INC.,COTTON GARMENTS,2022-05-20,0,1,2,7092
22952,FAMOUS KNITS,COTTON GARMENTS,2022-05-20,0,0,0,622
22953,SYNERGY LIFESTYELS P.LTD.,COTTON GOODS,2022-05-20,0,0,0,1010
22954,MANGALA MARINE EXIM INDIA P.LTD.,FROZEN MARINE FOODS,2022-05-20,0,1,2,19000
22955,TRAVANCORE MATS & MATTING CO.,COIR MATTING,2022-05-20,0,1,2,16843
22956,S.S.FABRICS MILL,COTTON GARMENTS,2022-05-20,0,0,0,417
22957,AQUA AND EARTH PAPER BAGS,PAPER BAGS,2022-05-20,0,1,2,19236
22958,VALUE FASHION,COTTON GARMENTS,2022-05-20,1,0,1,2426
22959,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,0,0,1024
22960,KOTTACKAL AGRO FOODS,RICE,2022-05-20,1,0,1,25150
22961,GAINUP INDUSTRIES P.LTD.,COTTON GOODS,2022-05-20,0,0,0,3699
22962,CLOVER CLOTHING,COTTON GARMENTS,2022-05-20,0,0,0,252
22963,FRONTIER KNITTERS,COTTON GARMENTS,2022-05-20,0,1,2,3544
22964,OLAM FOOD INGRDIENTS INDIA P.LTD.,SPICES,2022-05-20,0,2,4,45140
22965,JACOBI CARBONS INDIA P.LTD.,ACTIVATED CARBON,2022-05-20,0,1,2,22451
22966,ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GARMENTS,2022-05-20,0,2,4,16033
22967,VASULAL INTERNATIONAL,COTTON GOODS,2022-05-20,0,0,0,579
22968,COTTONY FASHION,COTTON GARMENTS,2022-05-20,0,0,0,1883
22969,COCOMATS INTERNATIONAL,COIR MATS,2022-05-20,0,2,4,45600
22970,RIVER BAY INTERNATIONAL,COTTON GOODS,2022-05-20,0,0,0,953
22971,TRAVANCORE MATS & MATTING CO.,COIR MATS,2022-05-20,0,1,2,17754
22972,ANIRITHANYA TEX,COTTON GOODS,2022-05-20,0,1,2,4448
22973,MADHU JAYANTI INTERNATIONAL LTD.,TEA,2022-05-20,0,1,2,9694
22974,SCHUTTE MEYER IMPEX (P) LTD.,AUTOMOBILES PARTS,2022-05-20,1,0,1,20220
22975,ANNA ALUMINIUM  COMPANY P.LTD.,ALUMINIUM UTENSILS,2022-05-20,1,0,1,9914
22976,TAJ COIR MILLS,COIR MATS,2022-05-20,0,2,4,39137
22977,ANUGRAHA FASHION MILL P.LTD.,COTTON GARMENTS,2022-05-20,0,2,4,6802
22978,M.N. TEX,COTTON GARMENTS,2022-05-20,0,2,4,18833
22979,GARTEX EXPORTS (INDIA) P. LTD.,COTTON GARMENTS,2022-05-20,0,0,0,2705
22980,NOBLE CLOTHING,COTTON GARMENTS,2022-05-20,0,1,2,1667
22981,NOBLE CLOTHING,COTTON GARMENTS,2022-05-20,0,0,0,879
22982,COTTON BUDS INC.,COTTON GARMENTS,2022-05-20,1,0,1,3981
22983,G.T.N.ENTERPRISES LTD.,COTTON YARN,2022-05-20,0,1,2,16740
22984,JEEVA GARMENTS,COTTON GARMENTS,2022-05-20,0,0,0,1695
22985,NOVA CARBONS INDIA PVT. LTD.,ACTIVATED CARBON,2022-05-20,0,1,2,26884
22986,NOVA CARBONS INDIA PVT. LTD.,ACTIVATED CARBON,2022-05-20,0,1,2,24684
22987,OASIS EXPORTERS,FOOD STUFFS,2022-05-20,0,2,4,53637
22988,MADHU JAYANTI INTERNATIONAL LTD.,TEA,2022-05-20,1,0,1,3832
22989,PRECOT LTD.,COTTON YARN,2022-05-20,1,0,1,8570
22990,MADHU JAYANTI INTERNATIONAL LTD.,TEA,2022-05-20,0,1,2,17404
22991,EMIL TRADERS P.LTD.,COFFEE,2022-05-20,3,0,3,57600
22992,WALLACE LANGFORD & ASSOCIATES,COIR MATS,2022-05-20,1,0,1,7922
22993,LEETHA PACK (P) LTD.,PAPER CUP,2022-05-20,0,1,2,7451
22994,WINSOME KNIT GARMENTS,COTTON GARMENTS,2022-05-20,0,1,2,5065
22995,NILA EXPORTS,FOOD STUFFS,2022-05-20,1,0,1,10960
22996,SUD-CHEMIE INDIA LTD.,CATALYST,2022-05-20,1,2,5,51568
22997,SRISTI GARMENTS,COTTON GOODS,2022-05-20,0,0,0,647
22998,SANTH EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,918
22999,SS FASTENERS PVT LTD.,COTTON GARMENTS,2022-05-20,0,0,0,517
23000,AKAY SPICES P.LTD.,SPICES,2022-05-20,0,1,2,25382
23001,CRYSTAL TEA (INDIA)LTD.,TEA,2022-05-20,0,1,2,9282
23002,ARMSTRONG KNITTING MILLS (P) LTD.,COTTON GOODS,2022-05-20,0,1,2,10560
23003,RRK ALLOYS,VALVES,2022-05-20,0,0,0,90
23004,GENERAL RUBBERS,TYRE RETREADING MATERIALS,2022-05-20,0,1,2,25215
23005,STYLO KNIT WEARS,COTTON GARMENTS,2022-05-20,0,1,2,7386
23006,MAGNA AUTOMOTIVE INDIA,AUTOMOBILES PARTS,2022-05-20,0,1,2,9538
23007,JUMBO EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,405
23008,GEDEE WEILER P. LTD.,MACHINERIES,2022-05-20,0,2,4,20795
23009,WILLIAM GOODACRE & SONS INDIA LTD.,COIR MATS,2022-05-20,0,1,2,20653
23010,LINGESWARA,COTTON GARMENTS,2022-05-20,0,0,0,153
23011,SPRING INC.,COTTON GARMENTS,2022-05-20,0,1,2,6988
23012,INDIAN PRODUCTS LTD.,SPICES,2022-05-20,0,1,2,13440
23013,FAMOUS KNITS,COTTON GARMENTS,2022-05-20,0,1,2,7210
23014,FAIR TRADE INDIA,COIR FIBER,2022-05-20,0,2,4,38000
23015,CHIRACKAL AGRO MILLS,RICE,2022-05-20,1,0,1,25000
23016,F.Q.KNITS,COTTON GOODS,2022-05-20,0,0,0,584
23017,R.F. EXPORTS,FROZEN MARINE FOODS,2022-05-20,0,1,2,24000
23018,ALCOT FABRICS,COTTON FABRICS,2022-05-20,0,1,2,7410
23019,GORLAND,ELECTRICAL ITEMS,2022-05-20,0,0,0,5961
23020,CARLOO TEXTILE,COTTON GARMENTS,2022-05-20,0,1,2,7089
23021,MANE KANCOR INGREDIENTS P.LTD.,PEPPER,2022-05-20,0,1,2,19000
23022,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-05-20,0,0,0,430
23023,CHOICE TRADING CORPN. LTD.,FROZEN SHRIMPS,2022-05-20,0,1,2,18000
23024,NAS FISHERIES P.LTD.,FROZEN MARINE FOODS,2022-05-20,0,3,6,84000
23025,DEEKAY KNITWEARS,COTTON GARMENTS,2022-05-20,0,1,2,7480
23026,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-05-20,0,0,0,432
23027,INDIAN PRODUCTS LTD.,TEA,2022-05-20,0,1,2,24000
23028,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-05-20,1,0,1,7402
23029,TEXMART EXPORTERS,COTTON GARMENTS,2022-05-20,0,0,0,1132
23030,SPB NEW ALLOY STEELS,VALVES,2022-05-20,0,0,0,2209
23031,REGIO FOODS P.LTD.,FOOD STUFFS,2022-05-20,0,1,2,17012
23032,KINSLEY KNITT INTERNATIONAL,COTTON GARMENTS,2022-05-20,0,0,0,2102
23033,KINGS SEAFOODS,FROZEN MARINE FOODS,2022-05-20,0,1,2,23000
23034,APTIV CONNECTION SYSTEMS INDIA P.LTD.,CONNECTORS,2022-05-20,0,0,0,991
23035,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,1,2,25029
23036,APOLLO TYRES LTD.,TYRES/TUBES,2022-05-20,0,1,2,9376
23037,FABRO TEXTILES,COTTON GARMENTS,2022-05-20,0,0,0,263
23038,CHARANKATTU COIR MFG.CO.P.LTD.,COIR MATS,2022-05-20,0,1,2,16555
23039,REITZEL INDIA LTD.,GHERKINS IN BRINE,2022-05-20,5,0,5,114354
23040,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,3,6,57053
23041,S.M.FASHION WEAR,COTTON GARMENTS,2022-05-20,0,1,2,12448
23042,FAIRWAY CREATIONS,COTTON GARMENTS,2022-05-20,0,1,2,3390
23043,TRAVANCORE MATS & MATTING CO.,JUTE MATTING,2022-05-20,0,1,2,9040
23044,N.V.JOSEPH EXPORTS,COIR MATS,2022-05-20,0,2,4,36618
23045,KERALA BALERS LTD.,COIR MATS,2022-05-20,0,2,4,22894
23046,CLASSIC HOME FURNISHING P. LTD.,JUTE MATTING,2022-05-20,0,0,0,7666
23047,CHERUKATTU INDUSTRIES,FROZEN MARINE FOODS,2022-05-20,0,1,2,26000
23048,DHANALAKSHMI WEAVING WORKS,COTTON GOODS,2022-05-20,0,0,0,1513
23049,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,1,2,19794
23050,PLASMA P.LTD.,COTTON GARMENTS,2022-05-20,0,0,0,2322
23051,NAS FISHERIES P.LTD.,FROZEN MARINE FOODS,2022-05-20,0,6,12,156000
23052,EXTRA WEAVE,JUTE RUGS,2022-05-20,0,1,2,16570
23053,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-05-20,2,0,2,7856
23054,ECOM GILL COFFEE TRADING P.LTD.,COFFEE,2022-05-20,1,0,1,19200
23055,ALPEN GLOW GARMENTS,COTTON GARMENTS,2022-05-20,0,0,0,198
23056,ALLKOSHYS ALLSPICES,GREEN PEPPER,2022-05-20,0,1,2,11160
23057,SREE ANJANEYA EXPORTS,COTTON GARMENTS,2022-05-20,0,1,2,8844
23058,BENSO GARMENTS,COTTON GARMENTS,2022-05-20,0,0,0,1610
23059,FASHION KNIT-WEAR,COTTON GARMENTS,2022-05-20,0,0,0,904
23060,EXTRA WEAVE,JUTE MATTING,2022-05-20,0,1,2,12070
23061,KOTTACKAL AGRO FOODS,RICE,2022-05-20,1,0,1,25000
23062,SREE LAKSHMI CASHEW ENTERPRISES,CASHEW KERNELS,2022-05-20,1,0,1,15876
23063,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,1,2,19312
23064,AVIRAM KNITTERS,COTTON GARMENTS,2022-05-20,0,1,2,4553
23065,FCI OEN CONNECTORS LTD.,CONNECTORS,2022-05-20,0,1,2,9995
23066,TRAVANCORE MATS & MATTING CO.,COIR MATS,2022-05-20,0,1,2,15089
23067,CASTLE CLOTHING CO.,COTTON GARMENTS,2022-05-20,0,0,0,1889
23068,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-05-20,1,0,1,3268
23069,VVR GLOBAL EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,446
23070,FEBIN MARINE FOODS,FROZEN MARINE FOODS,2022-05-20,0,1,2,23000
23071,FAMOUS KNITS,COTTON GARMENTS,2022-05-20,0,0,0,1185
23072,BRADKEN INDIA P.LTD.,AUTOMOBILES PARTS,2022-05-20,0,5,10,53318
23073,PEEKAY STEEL CASTING LTD.,VALVES,2022-05-20,0,0,0,850
23074,PLANTRICH AGRI TECH P.LTD.,COFFEE,2022-05-20,1,0,1,19200
23075,REITZEL INDIA LTD.,GHERKINS IN BRINE,2022-05-20,3,0,3,65846
23076,KNIT GALLERY,COTTON GARMENTS,2022-05-20,0,1,2,6707
23077,KOSMIC CLOTHING CO.,COTTON GOODS,2022-05-20,0,1,2,4176
23078,AVIRAM KNITTERS,COTTON GARMENTS,2022-05-20,0,1,2,9161
23079,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,2,4,40473
23080,FABRO CREATIONS,COTTON GARMENTS,2022-05-20,0,1,2,1053
23081,R.F. EXPORTS,FROZEN MARINE FOODS,2022-05-20,0,1,2,23000
23082,PLANTRICH AGRI TECH P.LTD.,COFFEE,2022-05-20,2,0,2,33396
23083,AVIRAM KNITTERS,COTTON GOODS,2022-05-20,0,0,0,108
23084,CLASSIC COIR FACTORY,JUTE RUGS,2022-05-20,0,1,2,13950
23085,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-05-20,0,0,0,1291
23086,FAMOUS KNITS,COTTON GARMENTS,2022-05-20,0,1,2,5899
23087,FASHION GATE,COTTON GARMENTS,2022-05-20,0,0,0,596
23088,BARANI HYDRALICS  INDIA P.LTD.,VALVES,2022-05-20,0,0,0,174
23089,GLOBUS APPARELS,COTTON GARMENTS,2022-05-20,0,0,0,174
23090,MULAVAR . P. LTD,GRANITE SLABS\TILES,2022-05-20,1,0,1,26650
23091,DHANUVANTIKA EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,880
23092,PLANT LIPIDS  LTD.,SPICES,2022-05-20,0,1,2,22000
23093,S.S. INTERNATIONAL,COTTON GARMENTS,2022-05-20,0,0,0,1376
23094,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-05-20,0,0,0,1372
23095,CLASSIC COIR FACTORY,COIR MATS,2022-05-20,0,1,2,21435
23096,COTMAN TEX,COTTON GARMENTS,2022-05-20,0,0,0,1565
23097,CBE ALLOYS,VALVES,2022-05-20,0,0,0,7776
23098,PREMIER MILLS LTD.,COTTON YARN,2022-05-20,0,2,4,31708
23099,REMMY SUSTRATES INDIA P.LTD.,COIR FIBER,2022-05-20,0,1,2,19000
23100,CANNANORE HANDLOOM EXPORTS,COTTON GARMENTS,2022-05-20,0,1,2,6275
23101,COCO  FIBRE TEX,COIR MATS,2022-05-20,0,1,2,24096
23102,NEDSPICE PROCESSING INDIA PVT LTD,SPICES,2022-05-20,0,3,6,65000
23103,GALUKU EXPORTS (INDIA)PRIVATE LIMITED .,COIR FIBER,2022-05-20,0,4,8,103520
23104,SHAKTHI IMPEX,COTTON GOODS,2022-05-20,0,1,2,8218
23105,GREENWAY CLOTHING,COTTON GARMENTS,2022-05-20,0,1,2,10922
23106,R.L. KHANNA & CO. (OVERSEAS),COIR MATS,2022-05-20,1,0,1,9780
23107,UNITED COIR FACTORIES,COIR MATS,2022-05-20,0,1,2,19148
23108,DUTCH  PLANTIN COIR INDIA P.LTD.,COIR PITH,2022-05-20,0,2,4,50000
23109,MONSUN FOODS P.LTD.,FROZEN MARINE FOODS,2022-05-20,0,1,2,25000
23110,SHREE HARIE STEEL & ALLOYS,VALVES,2022-05-20,0,1,2,15811
23111,MATHA FOODS,FOOD STUFFS,2022-05-20,0,1,2,24616
23112,BHUVANESWARI TEX,COTTON GARMENTS,2022-05-20,1,0,1,2476
23113,SHRI PRANAV TEXTILES,COTTON GARMENTS,2022-05-20,0,0,0,528
23114,INDCARB ACTIVATED CARBON P.LTD.,ACTIVATED CARBON,2022-05-20,0,1,2,22000
23115,SKY KNITTERS,COTTON GARMENTS,2022-05-20,0,1,2,8861
23116,BIOWIN AGRO RESEARCH,COFFEE,2022-05-20,1,0,1,19200
23117,ACTIVE CHAR PRODUCTS P.LTD.,ACTIVATED CARBON,2022-05-20,0,1,2,22000
23118,PALLAVA TEXTILES P.LTD.,COTTON YARN,2022-05-20,0,1,2,22382
23119,SRI RANGANATHAR INDUSTRIES,VALVES,2022-05-20,0,0,0,7177
23120,SEAFOOD INNOVATIONS,FROZEN SQUID,2022-05-20,0,1,2,23000
23121,PRATHISHTA WVG. & KNITTING CO. (P) LTD.,COTTON FABRICS,2022-05-20,1,0,1,13014
23122,RUBFILA INTERNATIONAL LTD.,LATEX RUBBER THREAD,2022-05-20,1,0,1,14769
23123,PALLAVA TEXTILES P.LTD.,COTTON YARN,2022-05-20,0,1,2,19681
23124,T.S.K.GARMENTS,COTTON GARMENTS,2022-05-20,0,3,6,19234
23125,SRI RAMESH GARMENTS,COTTON GARMENTS,2022-05-20,1,1,3,6772
23126,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-05-20,0,0,0,4416
23127,SUN MAX APPARLES,COTTON GARMENTS,2022-05-20,0,0,0,1600
23128,VISVADAYA FASHIONERIES,COTTON GOODS,2022-05-20,0,0,0,3521
23129,AVT MCCORMICK INGREDIENTS LTD.,PEPPER,2022-05-20,0,1,2,17682
23130,RAAHA GARMENTS,COTTON GARMENTS,2022-05-20,0,1,2,3500
23131,RHYTHEM KNIT INDIA,COTTON GARMENTS,2022-05-20,0,1,2,5805
23132,FLOOR GARDENS,RUBBER MATS,2022-05-20,0,1,2,27433
23133,ABLUES CLOTHING,COTTON GOODS,2022-05-20,0,1,2,2361
23134,AANCHAL ENTERPRISES,PLYWOOD,2022-05-20,0,2,4,55000
23135,RUBFILA INTERNATIONAL LTD.,LATEX RUBBER THREAD,2022-05-20,0,1,2,22840
23136,ARAV CREATIONS,COTTON GARMENTS,2022-05-20,0,0,0,1647
23137,ELEMENTS HOMESTEAD PRODUCTS P.LTD.,CASHEW KERNELS,2022-05-20,1,0,1,15876
23138,FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,2022-05-20,0,1,2,20279
23139,AANCHAL ENTERPRISES,PLYWOOD,2022-05-20,0,2,4,56042
23140,RHYTHEM KNIT INDIA,COTTON GARMENTS,2022-05-20,0,2,4,10726
23141,FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,2022-05-20,1,0,1,11756
23142,MKM & COMPANY,COTTON GARMENTS,2022-05-20,0,1,2,2161
23143,DIAMOND FOOD PRODUCTS,RICE,2022-05-20,1,0,1,23000
23144,R.L. KHANNA & CO. (OVERSEAS),COIR MATS,2022-05-20,0,1,2,16499
23145,BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,2022-05-20,0,1,2,4073
23146,HARRISONS MALAYALAM LTD.,TEA,2022-05-20,0,1,2,24548
23147,MATHEWSONS FOOD SPECIALITIES(P)LTD.,FOOD STUFFS,2022-05-20,0,1,2,25600
23148,MERCER KNIT APPARELS,COTTON GARMENTS,2022-05-20,0,1,2,5126
23149,YOUNG TEA P.LTD.,TEA,2022-05-20,0,1,2,20520
23150,AGRO BROTHERS COIR CO.,COIR GEO FABRICS,2022-05-20,0,1,2,10355
23151,ADARSH TEXTILES,COTTON GOODS,2022-05-20,0,0,0,3854
23152,DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,2022-05-20,0,1,2,20672
23153,HONEY WELL CREATION,COTTON GARMENTS,2022-05-20,0,1,2,2837
23154,R.T.R.GARMENTS,COTTON GOODS,2022-05-20,1,0,1,6415
23155,THIAGARAJAR MILLS LTD.,COTTON YARN,2022-05-20,0,1,2,14750
23156,MIRA ALLOY STEELS P.LTD.,VALVES,2022-05-20,0,0,0,7818
23157,THIAGARAJAR MILLS LTD.,COTTON YARN,2022-05-20,0,1,2,18387
23158,VERONICA MARINE EXPORTS P.LTD.,FROZEN MARINE FOODS,2022-05-20,0,1,2,24000
23159,VIBRANT DESIGNS,COTTON GOODS,2022-05-20,1,0,1,3295
23160,APTIV CONNECTION SYSTEMS INDIA P.LTD.,CONNECTORS,2022-05-20,0,1,2,1968
23161,R.T.R.GARMENTS,COTTON GARMENTS,2022-05-20,0,1,2,2469
23162,HONEY WELL CREATION,COTTON GARMENTS,2022-05-20,0,2,4,11580
23163,THIASHOLA PLANTATIONS P.LTD.,TEA,2022-05-20,0,1,2,19322
23164,RAJAPALAYAM MILLS LTD.,COTTON YARN,2022-05-20,0,1,2,17857
23165,DINESH TEXTILES,COTTON GARMENTS,2022-05-20,0,1,2,5846
23166,MATS N MORE,COIR MATS,2022-05-20,0,6,12,120000
23167,SKL EXPORTS,COTTON GARMENTS,2022-05-20,0,1,2,1528
23168,I.T.C. LTD.,COFFEE,2022-05-20,1,0,1,19200
23169,BLEND AND COTTON,COTTON GARMENTS,2022-05-20,0,0,0,695
23170,GURU RAGHUV INTERNAITONAL,COTTON GARMENTS,2022-05-20,0,1,2,4232
23171,BOMBAY BURMAH TRADING CORPN.,TEA,2022-05-20,0,1,2,24000
23172,UNIPOWER TRANSFORMERS,INVERTOR,2022-05-20,0,2,4,47394
23173,APOLLO TYRES LTD.,TYRES/TUBES,2022-05-20,0,10,20,73953
23174,UNIQUE SHELL MOULD (I)P.LTD.,VALVES,2022-05-20,0,1,2,16145
23175,SOTEXPA QUALIDIS TEXTILES,COTTON GARMENTS,2022-05-20,0,1,2,9655
23176,THIRUMURUGAN TEX,COTTON GARMENTS,2022-05-20,0,1,2,2937
23177,HONEST CLOTHING,COTTON GARMENTS,2022-05-20,0,0,0,1208
23178,BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,2022-05-20,0,1,2,12277
23179,HERO FASHIONS,COTTON GARMENTS,2022-05-20,0,1,2,2952
23180,DINESH TEXTILES,COTTON GARMENTS,2022-05-20,0,0,0,1068
23181,ADARSH KNITWEAR P.LTD.,COTTON GOODS,2022-05-20,0,0,0,2346
23182,DIAMOND FOOD PRODUCTS,RICE,2022-05-20,2,0,2,48000
23183,APOLLO TYRES LTD.,TYRES/TUBES,2022-05-20,0,1,2,18744
23184,BROS INDIA GROUP,COIR MATS,2022-05-20,0,1,2,18400
23185,RHYTHEM KNIT INDIA,COTTON GARMENTS,2022-05-20,0,1,2,3220
23186,ESS ENN EXPORTS,COTTON GOODS,2022-05-20,0,1,2,14331
23187,KANNAN DEVAN HILLS PLANTATIONS,TEA,2022-05-20,0,1,2,26260
23188,GIRNAR FOOD & BEVERAGES P.LTD.,TEA,2022-05-20,0,3,6,77868
23189,SRI JAYA PRABHA,COTTON GARMENTS,2022-05-20,0,0,0,646
23190,NECTAR CRAFTS,COTTON GARMENTS,2022-05-20,0,3,6,6324
23191,SRI JAYA PRABHA,COTTON GARMENTS,2022-05-20,0,1,2,9065
23192,KANNAN DEVAN HILLS PLANTATIONS,TEA,2022-05-20,0,1,2,22260
23193,KANNAN DEVAN HILLS PLANTATIONS,TEA,2022-05-20,0,1,2,22554
23194,VEEYES ALLOYS P. LTD.,VALVES,2022-05-20,0,0,0,8404
23195,VARSHINI EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,623
23196,LAKSHMI MACHINE WORKS LTD.,TEXTILE MACHINERY,2022-05-20,0,3,6,18711
23197,RUBFILA INTERNATIONAL LTD.,LATEX RUBBER THREAD,2022-05-20,0,1,2,25403
23198,ECONOMIC FOOD SOLUTIONS P.LTD.,FOOD STUFFS,2022-05-20,0,1,2,24488
23199,BABY MARINE INTERNATIONAL,FROZEN MARINE FOODS,2022-05-20,0,1,2,17500
23200,SUNWIN EXPORTS,COTTON GARMENTS,2022-05-20,0,1,2,467
23201,WELL KNIT INDUSTRIES,COTTON GARMENTS,2022-05-20,0,0,0,1706
23202,PRANAV APPARELS,COTTON GARMENTS,2022-05-20,0,0,0,1443
23203,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-05-20,0,1,2,5007
23204,TRIANGLE WEAVERS P.LTD.,JUTE MATTING,2022-05-20,0,1,2,14662
23205,EUROLINE INTERNATIONAL,COTTON GARMENTS,2022-05-20,0,1,2,4384
23206,WILTON WEAVERS P.LTD.,WOOLEN CARPETS,2022-05-20,1,0,1,5715
23207,P&P CREATIONS,COTTON GARMENTS,2022-05-20,0,1,2,9784
23208,MAJESTIC EXPORTS,COTTON GARMENTS,2022-05-20,0,1,2,5462
23209,SSK EXPORT LIMITED,TEA,2022-05-20,0,1,2,22000
23210,TATA COFFEE LTD.,COFFEE,2022-05-20,1,0,1,19200
23211,G&C VALVES INDIA P.LTD.,VALVES,2022-05-20,1,0,1,21261
23212,NISHANT EXPORT,SPICES,2022-05-20,1,0,1,16000
23213,GECO COIR PRODUCTS P.LTD.,COIR MATS,2022-05-20,0,0,0,3733
23214,ABAD FISHERIES,FROZEN MARINE FOODS,2022-05-20,0,4,8,89000
23215,ELITE GREEN P.LTD.,FOOD STUFFS,2022-05-20,1,1,3,47678
23216,GEAN EXPORTS,COTTON GOODS,2022-05-20,0,0,0,1600
23217,FLOW LINK SYSTEMS P. LTD.,VALVES,2022-05-20,0,0,0,1519
23218,OCEAN WEALTH EXPORTS,FROZEN MARINE FOODS,2022-05-20,0,3,6,78000
23219,TERUMO PENPOL LTD.,BLOOD BAG,2022-05-20,1,0,1,12816
23220,ANTON EXPORTS&IMPORTS,COTTON GOODS,2022-05-20,0,0,0,1700
23221,PRIME GLOBAL INDUSTRIES PVT LTD,COTTON GARMENTS,2022-05-20,0,0,0,2817
23222,JAY-U TEX,COTTON GARMENTS,2022-05-20,0,0,0,1808
23223,CAMEO GARMENTS INDIA P.LTD.,COTTON GARMENTS,2022-05-20,0,0,0,2100
23224,GDN EXPORTS P.LTD.,COTTON GARMENTS,2022-05-20,0,1,2,11036
23225,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-05-20,0,1,2,10480
23226,OASIS EXPORTERS,FOOD STUFFS,2022-05-20,0,1,2,26489
23227,GE OIL & GAS,VALVES,2022-05-20,0,1,2,5345
23228,SRI MALATHI ENGINEERING,VALVES,2022-05-20,1,0,1,21261
23229,PRAKASH COTEX INDIA LLP,COTTON GARMENTS,2022-05-20,0,1,2,4230
23230,AMARAVATHI TEXTILES,COTTON GOODS,2022-05-20,0,0,0,10005
23231,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-05-20,0,1,2,6874
23232,RHYTHEM KNIT INDIA,COTTON GARMENTS,2022-05-20,0,0,0,1078
23233,SAMYS INTERNATIONAL,COTTON GARMENTS,2022-05-20,0,1,2,1016
23234,KAIRALI HANDLOOMS,COTTON GOODS,2022-05-20,0,1,2,1328
23235,ARAV CREATIONS,COTTON GARMENTS,2022-05-20,0,1,2,7589
23236,POUNDS APPARELS,COTTON GARMENTS,2022-05-20,0,0,0,1794
23237,AASEERVAA  FABRICS,COTTON GARMENTS,2022-05-20,0,0,0,2486
23238,AVT MCCORMICK INGREDIENTS LTD.,RED PEPPER,2022-05-20,0,2,4,37000
23239,NEW TEA BEVERAGES EXPORTS,TEA,2022-05-20,0,1,2,22279
23240,LAXMI CASTINGS,VALVES,2022-05-20,0,0,0,2461
23241,AMBIKA COTTON MILLS LTD.,COTTON YARN,2022-05-20,0,1,2,19779
23242,SAN PRECISION ALLOYS,VALVES,2022-05-20,0,0,0,1042
23243,ELGI EQUIPMENTS LTD.,AIR COMPRESSORS,2022-05-20,0,8,16,76839
23244,ANUGRAHA VALVE CASTINGS LTD.,VALVES,2022-05-20,0,0,0,2978
23245,ESS PEE KNIT WEAR,COTTON GARMENTS,2022-05-20,0,0,0,1190
23246,ESS PEE KNIT WEAR,COTTON GARMENTS,2022-05-20,0,1,2,5016
23247,ESS ENN EXPORTS,COTTON GOODS,2022-05-20,0,1,2,10967
23248,MALABAR SPICES,GREEN PEPPER,2022-05-20,1,0,1,8000
23249,TCL CERAMICS LTD,CHINA TABLEWARES,2022-05-20,1,0,1,11200
23250,D.C.INTERIORS,COIR MATS,2022-05-20,0,2,4,37439
23251,CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,2022-05-20,1,0,1,24000
23252,SURACSH FILTERS,ACTIVATED CARBON,2022-05-20,0,4,8,85200
23253,SAKTHI INFRA TEX PVT LTD,COTTON GARMENTS,2022-05-20,0,1,2,5493
23254,SAKTHI AUTO COMP.,AUTOMOBILES PARTS,2022-05-20,0,1,2,23882
23255,PAPPAI EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,321
23256,ALASKA EXPORTS,COTTON GARMENTS,2022-05-20,0,0,0,3254
23257,SAKTHI AUTO COMP.,AUTOMOBILES PARTS,2022-05-20,1,0,1,13530
